Company,Date,Title,Positive,Negative,Neutral
ALL,19/07/2023,"""Slowing Rates Of Return At Aristocrat Leisure (ASX:ALL) Leave Little Room For Excitement""",0.05908781290054321,0.782905101776123,0.15800711512565613
ALL,18/07/2023,"""NeoGames Shareholders Approve Business Combination Agreement with Aristocrat Leisure""",0.6435462832450867,0.010160516016185284,0.34629321098327637
ALL,05/07/2023,"""Are Strong Financial Prospects The Force That Is Driving The Momentum In Aristocrat Leisure Limited's ASX:ALL) Stock?""",0.18216125667095184,0.009767020121216774,0.8080717325210571
ALL,06/06/2023,"""Estimating The Intrinsic Value Of Aristocrat Leisure Limited (ASX:ALL)""",0.0648014098405838,0.01364849228411913,0.9215500950813293
ALL,23/05/2023,"""Aristocrat Leisure (ASX:ALL) Is Paying Out A Larger Dividend Than Last Year""",0.8900908827781677,0.038036733865737915,0.07187236100435257
ALL,21/05/2023,"""Here's What We Like About Aristocrat Leisure's (ASX:ALL) Upcoming Dividend""",0.03456573560833931,0.018198344856500626,0.9472359418869019
ALL,14/05/2023,"""Australia's Aristocrat Leisure to buy Israel's NeoGames for $1 billion; shares soar""",0.7475174069404602,0.08020558953285217,0.17227703332901
ALL,14/05/2023,"""UPDATE 2-Australia's Aristocrat Leisure to buy Israel's NeoGames for $1 bln""",0.44968295097351074,0.013987717218697071,0.5363293290138245
ALL,14/05/2023,"""NeoGames Enters into Definitive Agreement to be Acquired by Aristocrat for $29.50 per Share in Cash""",0.728352427482605,0.011062744073569775,0.26058483123779297
ALL,11/05/2023,"""RAID: CALL OF THE ARBITER NEW TRAILER REVEALS A DEEPER LOOK INTO THE WIDELY ANTICIPATED LIMITED ANIMATED SERIES""",0.24457098543643951,0.010963717475533485,0.7444652915000916
ALQ,14/08/2023,"""Declining Stock and Solid Fundamentals: Is The Market Wrong About ALS Limited (ASX:ALQ)?""",0.010888956487178802,0.9571459293365479,0.03196510300040245
ALQ,31/07/2023,"""Is There Now An Opportunity In ALS Limited (ASX:ALQ)?""",0.15596908330917358,0.009002397768199444,0.8350285291671753
ALQ,17/07/2023,"""Calculating The Intrinsic Value Of ALS Limited (ASX:ALQ)""",0.04270247370004654,0.016657399013638496,0.9406401515007019
ALQ,03/07/2023,"""Insider Stock Buying Reaches AU$891k On ALS""",0.11805182695388794,0.032071344554424286,0.8498768210411072
ALQ,19/06/2023,"""While institutions own 34% of ALS Limited (ASX:ALQ), retail investors are its largest shareholders with 43% ownership""",0.03401795029640198,0.015413758344948292,0.9505682587623596
ALQ,04/06/2023,"""ALS Limited (ASX:ALQ) Stock Goes Ex-Dividend In Just Four Days""",0.04538729041814804,0.35917043685913086,0.5954422950744629
ALQ,31/05/2023,"""ALS' (ASX:ALQ) Shareholders Will Receive A Bigger Dividend Than Last Year""",0.8539307117462158,0.008846087381243706,0.13722318410873413
ALQ,18/05/2023,"""Investing in ALS (ASX:ALQ) three years ago would have delivered you a 89% gain""",0.9187780618667603,0.009971091523766518,0.07125083357095718
ALQ,20/02/2023,"""Could The Market Be Wrong About ALS Limited (ASX:ALQ) Given Its Attractive Financial Prospects?""",0.07263791561126709,0.2303749918937683,0.6969870328903198
ALQ,06/02/2023,"""A Look At The Fair Value Of ALS Limited (ASX:ALQ)""",0.05703134462237358,0.0147952726110816,0.9281733632087708
ALQ,22/01/2023,"""What Does ALS Limited's (ASX:ALQ) Share Price Indicate?""",0.0215003602206707,0.059618934988975525,0.9188807010650635
ALQ,07/01/2023,"""Great news for ALS Limited (ASX:ALQ): Insiders acquired stock in large numbers last year""",0.9197450280189514,0.033484891057014465,0.046770013868808746
ALQ,24/12/2022,"""While institutions own 31% of ALS Limited (ASX:ALQ), individual investors are its largest shareholders with 45% ownership""",0.029052823781967163,0.01817401498556137,0.9527730941772461
ALQ,09/12/2022,"""Investing in ALS (ASX:ALQ) five years ago would have delivered you a 99% gain""",0.8184307813644409,0.008040929213166237,0.17352834343910217
ALQ,19/11/2022,"""ALS Limited (ASX:ALQ) Is About To Go Ex-Dividend, And It Pays A 3.1% Yield""",0.036373261362314224,0.12284732609987259,0.8407793641090393
ALU,26/08/2023,"""Altium Full Year 2023 Earnings: Beats Expectations""",0.931425154209137,0.03664360195398331,0.03193121775984764
ALU,23/08/2023,"""Altium Capital Management LP Acquires New Stake in Alimera Sciences Inc""",0.07194774597883224,0.01471739076077938,0.913334846496582
ALU,22/08/2023,"""Industry Analysts Just Made A Meaningful Upgrade To Their Altium Limited (ASX:ALU) Revenue Forecasts""",0.954168975353241,0.019892165437340736,0.025938866659998894
ALU,16/08/2023,"""Altium Limited (ASX:ALU) most popular amongst retail investors who own 45% of the shares, institutions hold 44%""",0.08438051491975784,0.00861000083386898,0.907009482383728
ALU,02/08/2023,"""Investors in Altium (ASX:ALU) have seen decent returns of 98% over the past five years""",0.9511900544166565,0.0176978949457407,0.031112002208828926
ALU,01/08/2023,"""Altium 365 Integrates with SiliconExpert, Delivering Unmatched Component Data Access to Designers Worldwide""",0.5755734443664551,0.008891696110367775,0.4155348539352417
ALU,19/07/2023,"""Estimating The Intrinsic Value Of Altium Limited (ASX:ALU)""",0.08169940114021301,0.011862554587423801,0.9064379930496216
ALU,12/07/2023,"""ANSYS (ANSS) & Altium to Improve Electronic Design Workflow""",0.8797587752342224,0.007483781315386295,0.11275745928287506
ALU,11/07/2023,"""Ansys and Altium Boost Electronics Design with Digital Continuity""",0.6769989728927612,0.010584470815956593,0.31241658329963684
ALU,05/07/2023,"""Altium Limited's (ASX:ALU) Stock Has Shown Weakness Lately But Financial Prospects Look Decent: Is The Market Wrong?""",0.03263590484857559,0.9230974912643433,0.04426665976643562
ALU,06/06/2023,"""Altium (ASX:ALU) Is Reinvesting To Multiply In Value""",0.809445321559906,0.01004575751721859,0.18050897121429443
ALU,25/05/2023,"""Altium Achieves SOC 2 Type 2, Reinforcing Commitment to Data Security and Compliance""",0.9400925040245056,0.00982837937772274,0.050079185515642166
ALU,16/05/2023,"""Altium Announces Launch of Altium 365 GovCloud""",0.12908001244068146,0.00836543645709753,0.8625545501708984
ALU,23/02/2023,"""Altium Korea Office Officially Opens""",0.11473103612661362,0.01174511294811964,0.8735238909721375
ALU,14/11/2022,"""Keysight Licenses Simulation Software Technology to Altium for PCB Design Solutions""",0.13674627244472504,0.00805195514112711,0.8552017211914062
ALX,17/06/2023,"""With 80% ownership of the shares, Atlas Arteria Limited (ASX:ALX) is heavily dominated by institutional owners""",0.06313418596982956,0.009459731169044971,0.9274061322212219
ALX,24/02/2023,"""Atlas Arteria Full Year 2022 Earnings: Misses Expectations""",0.27449917793273926,0.3384920358657837,0.38700875639915466
ALX,07/01/2023,"""With 81% ownership of the shares, Atlas Arteria Limited (ASX:ALX) is heavily dominated by institutional owners""",0.06544817984104156,0.009401805698871613,0.9251499772071838
ALX,02/10/2022,"""Multiple insiders bought Atlas Arteria Limited (ASX:ALX) stock earlier this year, a positive sign for shareholders""",0.940125584602356,0.014955349266529083,0.044919081032276154
ALX,12/09/2022,"""Australian Toll Road Operator Seeks $2 Bln Stake in Chicago Motorway""",0.12189187854528427,0.010050341486930847,0.8680577278137207
AMC,01/09/2023,"""10 Best September Dividend Stocks To Buy""",0.1121215745806694,0.013722607865929604,0.8741558194160461
AMC,30/08/2023,"""Amcor (AMCR) Launches North America High-Barrier Paper Packaging""",0.16065345704555511,0.007303224876523018,0.8320433497428894
AMC,29/08/2023,"""Amcor launches high-barrier performance paper packaging in North America""",0.23849649727344513,0.007059394847601652,0.7544440627098083
AMC,20/08/2023,"""Amcor (NYSE:AMCR) Has Affirmed Its Dividend Of $0.1225""",0.14134693145751953,0.02700587548315525,0.8316471576690674
AMC,18/08/2023,"""Company News for Aug 18, 2023""",0.019977139309048653,0.058129917830228806,0.9218929409980774
AMC,17/08/2023,"""Amcor (AMCR) Q4 Earnings Beat, Decline Y/Y on Low Volumes""",0.2929999828338623,0.6895318627357483,0.017468195408582687
AMC,17/08/2023,"""Full Year 2023 Amcor PLC Earnings Call""",0.05350786820054054,0.24721604585647583,0.6992760896682739
AMC,16/08/2023,"""Amcor (AMCR) Surpasses Q4 Earnings Estimates""",0.9566255211830139,0.018932173028588295,0.02444235049188137
AMC,16/08/2023,"""Amcor reports fiscal 2023 results and provides outlook for fiscal 2024""",0.035431209951639175,0.032825976610183716,0.931742787361145
AMC,16/08/2023,"""Are Investors Undervaluing Amcor plc (NYSE:AMCR) By 26%?""",0.7004104256629944,0.2519591450691223,0.04763038083910942
AMC,15/08/2023,"""Amcor (AMCR) Inks Deal to Buy India-Based Phoenix Flexibles""",0.7175834774971008,0.010289372876286507,0.2721271216869354
AMC,11/08/2023,"""Amcor announces acquisition of scalable flexible packaging plant in high-growth Indian market""",0.6888852119445801,0.010903899557888508,0.3002109229564667
AMC,09/08/2023,"""Analysts Estimate Amcor (AMCR) to Report a Decline in Earnings: What to Look Out for""",0.00990123301744461,0.9605211615562439,0.02957764081656933
AMC,09/08/2023,"""Amcor (AMCR) to Report Q4 Earnings: What's in Store?""",0.04517683386802673,0.03854857757687569,0.9162746667861938
AMC,09/08/2023,"""Berry Global (BERY) Misses Q3 Earnings and Revenue Estimates""",0.05576509237289429,0.24214786291122437,0.7020871043205261
AMC,02/08/2023,"""Amcor to report Full Year 2023 results""",0.023386279121041298,0.04058156535029411,0.9360321760177612
AMC,02/08/2023,"""2 Attractively Valued Dividend Aristocrats""",0.30021727085113525,0.011287576518952847,0.6884950995445251
AMC,22/07/2023,"""3 High-Dividend Stocks to Buy for Steady Income""",0.11147943884134293,0.015751097351312637,0.8727694749832153
AMC,13/07/2023,"""Amcor Lift-Off winner, Greyparrot, to advance AI-powered waste analytics for circular economy""",0.813123345375061,0.007736798841506243,0.1791398823261261
AMC,05/07/2023,"""11 Best Packaging Stocks to Buy Now""",0.11189275234937668,0.015084395185112953,0.8730228543281555
AMP,05/07/2023,"""Federal court rules against Australia's AMP in class action proceedings, shares tank""",0.02498769573867321,0.38439151644706726,0.590620756149292
AMP,19/05/2023,"""Australia's AMP fined $16 million for charging fees to deceased clients""",0.02816317044198513,0.9266252517700195,0.0452115461230278
AMP,18/04/2023,"""Australia's AMP says Q1 fund outflows lower, credit quality strong""",0.44712868332862854,0.5311499238014221,0.021721400320529938
AMP,20/10/2022,"""AMP Australian wealth management unit's net outflows more than halve""",0.945801317691803,0.025061262771487236,0.02913748100399971
AMP,20/09/2022,"""AMP handed $9.7 million penalty for charging pensioners 'fees for no service'""",0.016610614955425262,0.9466199278831482,0.036769505590200424
ANN,10/08/2023,"""Ansell Limited's (ASX:ANN) Fundamentals Look Pretty Strong: Could The Market Be Wrong About The Stock?""",0.22271937131881714,0.04510064423084259,0.7321799993515015
ANN,10/07/2023,"""Ansell (ASX:ANN) Is Looking To Continue Growing Its Returns On Capital""",0.9362096786499023,0.010292532853782177,0.05349778011441231
ANN,13/06/2023,"""With 52% ownership, Ansell Limited (ASX:ANN) boasts of strong institutional backing""",0.9055395722389221,0.008773492649197578,0.08568686246871948
ANN,29/04/2023,"""A Look At The Fair Value Of Ansell Limited (ASX:ANN)""",0.041994668543338776,0.020518125966191292,0.9374871850013733
ANN,12/04/2023,"""Ansell's (ASX:ANN) investors will be pleased with their 13% return over the last year""",0.9345715641975403,0.015238465741276741,0.050189897418022156
ANN,16/02/2023,"""Ansell Limited (ASX:ANN) Passed Our Checks, And It's About To Pay A US$0.20 Dividend""",0.2794729769229889,0.06425463408231735,0.6562724113464355
ANN,15/02/2023,"""Ansell First Half 2023 Earnings: Misses Expectations""",0.05472655966877937,0.9196011424064636,0.02567226253449917
ANN,14/02/2023,"""Quite a few insiders invested in Ansell Limited (ASX:ANN) last year which is positive news for shareholders""",0.9287359714508057,0.014579602517187595,0.0566844679415226
ANN,31/01/2023,"""Ansell's (ASX:ANN) Returns On Capital Are Heading Higher""",0.9332556128501892,0.04327157512307167,0.023472851142287254
ANN,03/01/2023,"""With 54% institutional ownership, Ansell Limited (ASX:ANN) is a favorite amongst the big guns""",0.16289784014225006,0.007846210151910782,0.8292559385299683
ANN,08/11/2022,"""Ansell Limited's (ASX:ANN) Intrinsic Value Is Potentially 32% Above Its Share Price""",0.196027010679245,0.019278714433312416,0.7846943140029907
ANN,25/10/2022,"""The past year for Ansell (ASX:ANN) investors has not been profitable""",0.0805429220199585,0.021395279094576836,0.8980618715286255
ANN,20/09/2022,"""Ansell Limited's (ASX:ANN) Stock Is Going Strong: Is the Market Following Fundamentals?""",0.5847271680831909,0.018517768010497093,0.3967551290988922
ANN,14/09/2022,"""ANSELL ANNOUNCES CONNECTED WORKFORCE SAFETY BRAND, INTELIFORZ™,  WITH NEW COLLABORATORS""",0.7422153353691101,0.01055182795971632,0.24723291397094727
ANN,06/09/2022,"""Insider Buying: The Ansell Limited (ASX:ANN) Non-Executive Director Just Bought US$130k Worth Of Shares""",0.09990811347961426,0.016064204275608063,0.8840277194976807
ANZ,28/08/2023,"""Those who invested in ANZ Group Holdings (ASX:ANZ) three years ago are up 56%""",0.9054132699966431,0.011797367595136166,0.08278929442167282
ANZ,29/06/2023,"""New Zealand business confidence improves in June- ANZ survey""",0.9377508759498596,0.029101340100169182,0.03314777463674545
ANZ,05/05/2023,"""Australia's top banks look to diversify from mortgages as rates peak""",0.8305851221084595,0.008910682052373886,0.16050419211387634
ANZ,01/05/2023,"""Here's Why ANZ Group Holdings (ASX:ANZ) Has Caught The Eye Of Investors""",0.25067976117134094,0.010309964418411255,0.7390103340148926
ANZ,06/04/2023,"""ANZ Bank Completes Carbon Credits Trading as Part of Australia's CBDC Pilot""",0.08053649961948395,0.01053833682090044,0.9089251160621643
ANZ,20/03/2023,"""ANZ Group Holdings' (ASX:ANZ) earnings growth rate lags the 23% CAGR delivered to shareholders""",0.744255781173706,0.0735950693488121,0.18214921653270721
ANZ,08/12/2022,"""Here's Why Shareholders May Want To Be Cautious With Increasing Australia and New Zealand Banking Group Limited's (ASX:ANZ) CEO Pay Packet""",0.04404260963201523,0.12603917717933655,0.8299182653427124
ANZ,08/11/2022,"""Australia and New Zealand Banking Group Full Year 2022 Earnings: EPS Beats Expectations""",0.7059756517410278,0.1538165658712387,0.14020781219005585
ANZ,30/10/2022,"""Australia and New Zealand Banking Group's (ASX:ANZ) Shareholders Will Receive A Bigger Dividend Than Last Year""",0.8759557604789734,0.00883372500538826,0.11521056294441223
ANZ,01/09/2022,"""Cross-Sector: Market Data Highlights""",0.031214071437716484,0.02923543192446232,0.9395505785942078
APA,06/08/2023,"""Can APA Group (ASX:APA) Maintain Its Strong Returns?""",0.7530032992362976,0.0091749532148242,0.2378217726945877
APA,26/06/2023,"""APA Group (ASX:APA) Is Increasing Its Dividend To A$0.29""",0.9473214149475098,0.01749538816511631,0.03518316149711609
APA,26/04/2023,"""Investing in APA Group (ASX:APA) five years ago would have delivered you a 57% gain""",0.8269793391227722,0.00900911632925272,0.16401149332523346
APA,04/04/2023,"""An Intrinsic Calculation For APA Group (ASX:APA) Suggests It's 40% Undervalued""",0.03254504129290581,0.938148558139801,0.029306408017873764
APA,24/12/2022,"""It Might Not Be A Great Idea To Buy APA Group (ASX:APA) For Its Next Dividend""",0.04836409166455269,0.01799708604812622,0.9336387515068054
APA,17/11/2022,"""Those who invested in APA Group (ASX:APA) five years ago are up 56%""",0.8816719651222229,0.01065794937312603,0.10767009854316711
APE,04/05/2023,"""Is There Now An Opportunity In Eagers Automotive Limited (ASX:APE)?""",0.13410621881484985,0.009011427871882915,0.8568823933601379
APE,20/03/2023,"""Eagers Automotive (ASX:APE) pulls back 6.8% this week, but still delivers shareholders incredible 60% CAGR over 3 years""",0.3497512638568878,0.6168985366821289,0.03335016220808029
APE,24/11/2022,"""At AU$12.20, Is It Time To Put Eagers Automotive Limited (ASX:APE) On Your Watch List?""",0.04856805130839348,0.024143293499946594,0.9272885918617249
APE,24/10/2022,"""Eagers Automotive Limited (ASX:APE) stock most popular amongst individual investors who own 42%, while private companies hold 31%""",0.09695711731910706,0.008579197339713573,0.8944637179374695
APT,No data for this company,"""No data for this company""",0.018754366785287857,0.08326968550682068,0.8979759216308594
APX,30/08/2023,"""Appen First Half 2023 Earnings: EPS Misses Expectations""",0.0976991206407547,0.7281179428100586,0.1741829663515091
APX,28/08/2023,"""Australia's Appen slumps to over 7-year low on weak half-yearly results""",0.013762354850769043,0.9671716094017029,0.01906595379114151
APX,26/08/2023,"""Should You Investigate Appen Limited (ASX:APX) At AU$2.24?""",0.03686903417110443,0.02233508974313736,0.9407958388328552
APX,23/08/2023,"""Appen Launches AI Chat Feedback and Benchmarking Solutions for Enhanced LLM Evaluation""",0.18924157321453094,0.007425779942423105,0.8033326268196106
APX,20/07/2023,"""A Look At The Intrinsic Value Of Appen Limited (ASX:APX)""",0.056900449097156525,0.013427798636257648,0.9296717643737793
APX,12/07/2023,"""Google’s AI Chatbot Is Trained by Humans Who Say They’re Overworked, Underpaid and Frustrated""",0.009376155212521553,0.9248220920562744,0.0658016949892044
APX,12/06/2023,"""Appen Appoints Fab Dolan as Chief Marketing Officer""",0.03011336922645569,0.05296575278043747,0.9169208407402039
APX,22/05/2023,"""Appen appoints former Pivotal Software and Astronomer SaaS executive Andrew Ettinger to lead worldwide sales""",0.060510072857141495,0.01681079901754856,0.92267906665802
APX,15/05/2023,"""Downgrade: Here's How Analysts See Appen Limited (ASX:APX) Performing In The Near Term""",0.27224692702293396,0.1226089671254158,0.6051440834999084
APX,10/05/2023,"""Appen launches cost-cutting plan as earnings drop, expands into generative AI""",0.5133327841758728,0.17087525129318237,0.3157919943332672
APX,03/05/2023,"""Appen Partners With Reka AI to Build Customized Multi-Modal LLM Applications for the Enterprise""",0.5420671701431274,0.007440746296197176,0.45049208402633667
APX,02/05/2023,"""Appen Teams with NVIDIA to Enable Customized AI Solutions for Enterprises""",0.6710947155952454,0.007229973562061787,0.32167530059814453
APX,01/05/2023,"""Appen Appoints Helen Johnson as Chief Financial Officer""",0.03416527435183525,0.03039349801838398,0.9354411959648132
APX,26/04/2023,"""The past three years for Appen (ASX:APX) investors has not been profitable""",0.08112878352403641,0.012089096009731293,0.9067821502685547
APX,09/04/2023,"""While institutions own 33% of Appen Limited (ASX:APX), individual investors are its largest shareholders with 57% ownership""",0.03153776377439499,0.016833936795592308,0.9516282677650452
APX,23/03/2023,"""Independent Non-Executive Director Stuart Davis Just Bought A Handful Of Shares In Appen Limited (ASX:APX)""",0.049183834344148636,0.014969590120017529,0.9358466267585754
